>>> Running tests for x64.release
Total: 3102 tests
 *  309 tests will be skipped
 *    4 tests are expected to timeout sometimes
 *    2 tests are expected to be flaky but not crash
 * 2736 tests are expected to pass
 *    0 tests are expected to fail that we won't fix
 *    7 tests are expected to fail that we should fix
No connection to distribution server; running tests locally.
Running 2762 tests
=== mjsunit/regress/regress-394 ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: __defineSetter__ is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-394.js (69:0)
=== mjsunit/regress/regress-4169 ===
--- stderr ---
=== mjsunit/regress/regress-4214 ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <Object()> found <global()>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (290:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-4214.js (10:0)
=== mjsunit/regress/regress-4255-1 ===
--- stderr ---
--- stdout ---
Line 23: Unexpected token let
=== mjsunit/regress/regress-4255-2 ===
--- stderr ---
--- stdout ---
Line 22: Unexpected token let
=== mjsunit/regress/regress-4255-3 ===
--- stderr ---
--- stdout ---
Line 22: Unexpected token let
=== mjsunit/regress/regress-4296 ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <"a"> found <100>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-4296.js (28:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-4296.js (22:0)
=== mjsunit/regress/regress-4376-1 ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <true> found <false>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (340:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-4376-1.js (14:0)
=== mjsunit/regress/regress-447561 ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: lastIndex is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-447561.js (14:16)
=== mjsunit/regress/regress-4577 ===
--- stderr ---
=== mjsunit/regress/regress-458987 ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/regress/regress-4595 ===
--- stderr ---
=== mjsunit/regress/regress-4640 ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <true> found <false>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (340:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-4640.js (24:0)
=== mjsunit/regress/regress-4654 ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-4654.js (9:34)
=== mjsunit/regress/regress-4665 ===
--- stderr ---
--- stdout ---
Uncaught TypeError: get TypedArray.prototype.length called on incompatible receiver:
function get length() { [native function] }  (-1:-1)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-4665.js (21:16)
=== mjsunit/regress/regress-4693 ===
--- stderr ---
=== mjsunit/regress/regress-472504 ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/regress/regress-4769 ===
--- stderr ---
=== mjsunit/regress/regress-4815 ===
--- stderr ---
=== mjsunit/regress/regress-4825 ===
--- stderr ---
--- stdout ---
Uncaught Failure:
expected:
["0","1","2","3999","4000","5999","6000","10000"]
found:
["2","1","0","10000","4000","6000","5999","3999"]

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-4825.js (20:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-4825.js (15:0)
=== mjsunit/regress/regress-4870 ===
--- stderr ---
=== mjsunit/regress/regress-4945 ===
--- stderr ---
--- stdout ---
Line 6: Unexpected token yield
=== mjsunit/regress/regress-4962 ===
--- stderr ---
=== mjsunit/regress/regress-4967 ===
--- stderr ---
=== mjsunit/regress/regress-500980 ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/regress/regress-5018 ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: DataView is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-5018.js (9:13)
=== mjsunit/regress/regress-5036 ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <["1K"]> found <null>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-5036.js (9:0)
=== mjsunit/regress/regress-5106 ===
--- stderr ---
=== mjsunit/regress/regress-5173 ===
--- stderr ---
=== mjsunit/regress/regress-5178 ===
--- stderr ---
=== mjsunit/regress/regress-5245 ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-5245.js (14:0)
=== mjsunit/regress/regress-5295 ===
--- stderr ---
--- stdout ---
Uncaught SyntaxError: Line 1: Unexpected token let:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-5295.js (9:0)
=== mjsunit/regress/regress-5342 ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-5342.js (10:0)
=== mjsunit/regress/regress-543994 ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/regress/regress-5454 ===
--- stderr ---
--- stdout ---
Line 5: Unexpected token [
=== mjsunit/regress/regress-5566 ===
--- stderr ---
--- stdout ---
Line 7: Unexpected token const
=== mjsunit/regress/regress-5648 ===
--- stderr ---
=== mjsunit/regress/regress-5669 ===
--- stderr ---
--- stdout ---
{"value":3,"writable":false,"enumerable":false,"configurable":false}
Uncaught Failure: expected <3> found <4>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-5669.js (18:0)
=== mjsunit/regress/regress-5736 ===
--- stderr ---
=== mjsunit/regress/regress-5767 ===
--- stderr ---
--- stdout ---
Uncaught Failure:
expected:
"0"
found:
"0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009"

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-5767.js (9:0)
=== mjsunit/regress/regress-581 ===
--- stderr ---
--- stdout ---
Uncaught Did not throw exception

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (208:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (384:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-581.js (62:0)
=== mjsunit/regress/regress-583260 ===
--- stderr ---
--- stdout ---
Line 6: Unexpected token (
=== mjsunit/regress/regress-5836 ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-5836.js (10:0)
=== mjsunit/regress/regress-585775 ===
--- stderr ---
--- stdout ---
Uncaught Not implemented:
function compile() { [native function] }  (-1:-1)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-585775.js (10:22)
=== mjsunit/regress/regress-596718 ===
--- stderr ---
=== mjsunit/regress/regress-599414-array-concat-fast-path ===
--- stderr ---
=== mjsunit/regress/regress-615776 ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: Set is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-615776.js (16:13)
=== mjsunit/regress/regress-618 ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <"undefined"> found <"number">

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-618.js (113:0)
=== mjsunit/regress/regress-648719 ===
--- stderr ---
--- stdout ---
Uncaught SyntaxError: Line 1: Unexpected token const:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-648719.js (9:32)
=== mjsunit/regress/regress-649078 ===
--- stderr ---
--- stdout ---
Line 5: Unexpected token let
=== mjsunit/regress/regress-670671 ===
--- stderr ---
--- stdout ---
Line 10: Unexpected token const
=== mjsunit/regress/regress-672041 ===
--- stderr ---
--- stdout ---
Line 10: Unexpected token const
=== mjsunit/regress/regress-674232 ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-674232.js (8:14)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-674232.js (13:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-674232.js (19:0)
=== mjsunit/regress/regress-677055 ===
--- stderr ---
=== mjsunit/regress/regress-678525 ===
--- stderr ---
--- stdout ---
Line 36: Unexpected token ILLEGAL
=== mjsunit/regress/regress-696 ===
--- stderr ---
--- stdout ---
Uncaught Not implemented:
function parse() { [native function] }  (-1:-1)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-696.js (65:17)
=== mjsunit/regress/regress-794 ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <false> found <true>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (345:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-794.js (60:0)
=== mjsunit/regress/regress-857 ===
--- stderr ---
--- stdout ---
Uncaught Not implemented:
function parse() { [native function] }  (-1:-1)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-857.js (59:28)
=== mjsunit/regress/regress-91 ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <117> found <0>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-91.js (59:0)
=== mjsunit/regress/regress-91120 ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <undefined> found <function g() {}>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-91120.js (38:2)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-91120.js (83:22)
=== mjsunit/regress/regress-944 ===
--- stderr ---
--- stdout ---
Uncaught Not implemented:
function parse() { [native function] }  (-1:-1)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-944.js (61:28)
=== mjsunit/regress/regress-arguments-slice ===
--- stderr ---
--- TIMEOUT ---
=== mjsunit/regress/regress-builtinbust-3 ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-builtinbust-3.js (18:16)
=== mjsunit/regress/regress-builtinbust-4 ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <1> found <"x">

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-builtinbust-4.js (16:0)
=== mjsunit/regress/regress-crbug-100859 ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <true> found <false>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (340:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-crbug-100859.js (67:0)
=== mjsunit/regress/regress-crbug-135066 ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/regress/regress-crbug-352586 ===
--- stderr ---
=== mjsunit/regress/regress-crbug-357052 ===
--- stderr ---
--- stdout ---
Uncaught Did not throw exception

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (208:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (384:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-crbug-357052.js (16:0)
=== mjsunit/regress/regress-crbug-357137 ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/regress/regress-crbug-364374 ===
--- stderr ---
=== mjsunit/regress/regress-crbug-422858 ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <NaN> found <0>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-crbug-422858.js (26:0)
=== mjsunit/regress/regress-crbug-433766 ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/regress/regress-crbug-451013 ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/regress/regress-crbug-469768 ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/regress/regress-crbug-487322 ===
--- stderr ---
=== mjsunit/regress/regress-crbug-515897 ===
--- stderr ---
--- stdout ---
Uncaught SyntaxError: Line 1: Unexpected token :
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-crbug-515897.js (11:9)
=== mjsunit/regress/regress-crbug-522380 ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/regress/regress-crbug-552304 ===
--- stderr ---
--- TIMEOUT ---
=== mjsunit/regress/regress-crbug-580934 ===
--- stderr ---
--- stdout ---
Line 7: Unexpected token let
=== mjsunit/regress/regress-crbug-581577 ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <""> found <undefined>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-crbug-581577.js (9:0)
=== mjsunit/regress/regress-crbug-592343 ===
--- stderr ---
--- stdout ---
Uncaught SyntaxError: RegExp has invalid source:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-crbug-592343.js (9:8)
=== mjsunit/regress/regress-crbug-596394 ===
--- stderr ---
=== mjsunit/regress/regress-crbug-599073-1 ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: constructor is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-crbug-599073-1.js (9:51)
=== mjsunit/regress/regress-crbug-599073-2 ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: constructor is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-crbug-599073-2.js (9:51)
=== mjsunit/regress/regress-crbug-599073-3 ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: constructor is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-crbug-599073-3.js (9:50)
=== mjsunit/regress/regress-crbug-599073-4 ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: constructor is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-crbug-599073-4.js (9:50)
=== mjsunit/regress/regress-crbug-614727 ===
--- stderr ---
--- TIMEOUT ---
=== mjsunit/regress/regress-crbug-618788 ===
--- stderr ---
--- stdout ---
Line 7: Unexpected token (
=== mjsunit/regress/regress-crbug-621611 ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-crbug-621611.js (12:26)
=== mjsunit/regress/regress-crbug-625590 ===
--- stderr ---
--- stdout ---
Line 8: Unexpected token (
=== mjsunit/regress/regress-crbug-626715 ===
--- stderr ---
=== mjsunit/regress/regress-crbug-627934 ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-crbug-627934.js (9:8)
=== mjsunit/regress/regress-crbug-631917 ===
--- stderr ---
--- stdout ---
Line 20: Unexpected token (
=== mjsunit/regress/regress-crbug-648740 ===
--- stderr ---
--- stdout ---
Line 7: Unexpected token const
=== mjsunit/regress/regress-crbug-658528 ===
--- stderr ---
--- stdout ---
Line 7: Unexpected token const
=== mjsunit/regress/regress-crbug-662854 ===
--- stderr ---
=== mjsunit/regress/regress-crbug-663410 ===
--- stderr ---
=== mjsunit/regress/regress-crbug-665886 ===
--- stderr ---
--- stdout ---
Uncaught Not implemented:
function toLocaleString() { [native function] }  (-1:-1)
function toLocaleString() { [native function] }  (-1:-1)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-crbug-665886.js (9:0)
=== mjsunit/regress/regress-crbug-669540 ===
--- stderr ---
=== mjsunit/regress/regress-function-length-strict ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <true> found <false>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (340:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-function-length-strict.js (69:0)
=== mjsunit/regress/regress-integer-indexed-element ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <undefined> found <10>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-integer-indexed-element.js (11:0)
=== mjsunit/regress/regress-object-assign-deprecated-2 ===
--- stderr ---
--- stdout ---
Line 6: Unexpected token (
=== mjsunit/regress/regress-object-assign-deprecated ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Callee is not a function object:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-object-assign-deprecated.js (11:0)
=== mjsunit/regress/regress-r3391 ===
--- stderr ---
--- stdout ---
Uncaught Failure (evil1): expected <1> found <0>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-r3391.js (85:0)
=== mjsunit/regress/regress-recurse-patch-binary-op ===
--- stderr ---
--- stdout ---
Line 10: Unexpected token }
=== mjsunit/regress/regress-splice-large-index ===
--- stderr ---
--- TIMEOUT ---
=== mjsunit/regress/regress-swapelements ===
--- stderr ---
exit code: -11
--- CRASHED ---
=== mjsunit/regress/regress-v8-5009 ===
--- stderr ---
--- stdout ---
Uncaught ReferenceError: version is not defined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-v8-5009.js (16:14)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/regress-v8-5009.js (50:9)
=== mjsunit/regress/setter ===
--- stderr ---
--- stdout ---
Uncaught Failure: expected <1> found <0>

Stack: undefined:
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (225:4)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/mjsunit.js (296:6)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/regress/setter.js (85:0)
=== mjsunit/third_party/object-keys/object-keys ===
--- stderr ---
--- stdout ---
Uncaught TypeError: Object.getOwnPropertyNames: first argument is not an object:
function keys() { [native function] }  (-1:-1)
/home/june0cho/webTF/ESCARGOT/escargot2/test/vendortest/v8/test/mjsunit/third_party/object-keys/object-keys.js (67:13)

===
=== 457 tests failed
=== 22 tests CRASHED
===
